"Country or territory of asylum or residence","Country or territory of origin","Year","Refugees","Refugees assisted by UNHCR","Total refugees and people in refugee-like situations","Total refugees and people in refugee-like situations assisted by UNHCR"
"Norway","Guatemala","2008","1","","1",""
"Norway","Guinea","2008","17","","17",""
"Norway","Haiti","2008","2","","2",""
"Norway","Hungary","2008","4","","4",""
"Norway","India","2008","23","","23",""
"Norway","Indonesia","2008","9","","9",""
"Norway","Iraq","2008","7878","","7878",""
"Norway","Islamic Rep. of Iran","2008","997","","997",""
"Norway","Israel","2008","5","","5",""
"Norway","Jordan","2008","15","","15",""
"Norway","Kazakhstan","2008","82","","82",""
"Norway","Kenya","2008","17","","17",""
"Norway","Kuwait","2008","8","","8",""
"Norway","Kyrgyzstan","2008","20","","20",""
"Norway","Lebanon","2008","45","","45",""
"Norway","Liberia","2008","63","","63",""
"Norway","Libya","2008","79","","79",""
"Norway","Lithuania","2008","1","","1",""
"Norway","Macao SAR, China","2008","8","","8",""
"Norway","Malawi","2008","8","","8",""
"Norway","Mauritania","2008","1","","1",""
"Norway","Mongolia","2008","6","","6",""
"Norway","Morocco","2008","15","","15",""
"Norway","Mozambique","2008","3","","3",""
"Norway","Myanmar","2008","55","","55",""
"Norway","Namibia","2008","2","","2",""
"Norway","Nepal","2008","19","","19",""
"Norway","Netherlands","2008","1","","1",""
"Norway","Niger","2008","22","","22",""
"Norway","Nigeria","2008","37","","37",""
"Norway","Pakistan","2008","280","","280",""
"Norway","Peru","2008","2","","2",""
"Norway","Philippines","2008","2","","2",""
"Norway","Poland","2008","1","","1",""
"Norway","Rep. of Korea","2008","1","","1",""
"Norway","Rep. of Moldova","2008","27","","27",""
"Norway","Romania","2008","18","","18",""
"Norway","Russian Federation","2008","3790","","3790",""
"Norway","Rwanda","2008","158","","158",""
"Norway","Saudi Arabia","2008","1","","1",""
"Norway","Serbia (and Kosovo: S/RES/1244 (1999))","2008","3473","","3473",""
"Norway","Sierra Leone","2008","50","","50",""
"Norway","Slovakia","2008","15","","15",""
"Norway","Somalia","2008","6977","","6977",""
"Norway","Sri Lanka","2008","498","","498",""
"Norway","State of Palestine","2008","10","","10",""
"Norway","Stateless","2008","1345","","1345",""
"Norway","Sudan","2008","181","","181",""
"Norway","Syrian Arab Rep.","2008","154","","154",""
"Norway","Tajikistan","2008","34","","34",""
"Norway","Thailand","2008","30","","30",""
"Norway","The former Yugoslav Rep. of Macedonia","2008","6","","6",""
"Norway","Togo","2008","13","","13",""
"Norway","Tunisia","2008","2","","2",""
"Norway","Turkey","2008","183","","183",""
"Norway","Turkmenistan","2008","5","","5",""
"Norway","Uganda","2008","28","","28",""
"Norway","Ukraine","2008","76","","76",""
"Norway","United Rep. of Tanzania","2008","5","","5",""
"Norway","United States","2008","2","","2",""
"Norway","Uzbekistan","2008","77","","77",""
"Norway","Various","2008","64","","64",""
"Norway","Viet Nam","2008","14","","14",""
"Norway","Western Sahara","2008","1","","1",""
"Norway","Yemen","2008","54","","54",""
"Norway","Zimbabwe","2008","14","","14",""
"Oman","Syrian Arab Rep.","2008","7","7","7","7"
"Pakistan","Afghanistan","2008","764935","764935","1780150","764935"
"Pakistan","Algeria","2008","31","31","31","31"
"Pakistan","Eritrea","2008","1","1","1","1"
"Pakistan","Ethiopia","2008","4","4","4","4"
"Pakistan","Ghana","2008","1","1","1","1"
"Pakistan","Iraq","2008","109","109","109","109"
"Pakistan","Islamic Rep. of Iran","2008","75","75","75","75"
"Pakistan","Myanmar","2008","28","28","28","28"
"Pakistan","Russian Federation","2008","8","8","8","8"
"Pakistan","Rwanda","2008","4","4","4","4"
"Pakistan","Somalia","2008","491","491","491","491"
"Pakistan","State of Palestine","2008","12","12","12","12"
"Pakistan","Syrian Arab Rep.","2008","8","8","8","8"
"Pakistan","Turkey","2008","4","4","4","4"
"Pakistan","Uganda","2008","1","1","1","1"
"Pakistan","Uzbekistan","2008","8","8","8","8"
"Panama","Argentina","2008","1","1","1","1"
"Panama","Bosnia and Herzegovina","2008","3","3","3","3"
"Panama","Cameroon","2008","4","4","4","4"
"Panama","Chad","2008","2","2","2","2"
"Panama","Colombia","2008","1303","1197","15303","3097"
"Panama","Croatia","2008","3","3","3","3"
"Panama","Cuba","2008","88","71","1088","171"
"Panama","Dem. Rep. of the Congo","2008","4","4","4","4"
"Panama","El Salvador","2008","269","231","269","231"
"Panama","Ethiopia","2008","2","2","2","2"
"Panama","Guatemala","2008","2","2","2","2"
"Panama","Haiti","2008","10","7","10","7"
"Panama","Honduras","2008","1","1","1","1"
"Panama","Islamic Rep. of Iran","2008","3","3","3","3"
"Panama","Liberia","2008","3","3","3","3"
"Panama","Nicaragua","2008","170","136","170","136"
"Panama","Nigeria","2008","10","6","10","6"
"Panama","Peru","2008","21","17","21","17"
"Panama","Romania","2008","2","2","2","2"
"Panama","Russian Federation","2008","2","2","2","2"
"Panama","Sierra Leone","2008","1","1","1","1"
"Panama","Somalia","2008","1","1","1","1"
"Panama","Sudan","2008","4","4","4","4"
"Panama","The former Yugoslav Rep. of Macedonia","2008","1","1","1","1"
"Panama","Ukraine","2008","2","2","2","2"
"Panama","United States","2008","1","1","1","1"
"Papua New Guinea","Indonesia","2008","10000","2630","10000","2630"
"Papua New Guinea","Jordan","2008","1","1","1","1"
"Papua New Guinea","Myanmar","2008","3","3","3","3"
"Papua New Guinea","Viet Nam","2008","2","","2",""
"Paraguay","Colombia","2008","14","14","14","14"
"Paraguay","Congo","2008","1","1","1","1"
"Paraguay","Cuba","2008","42","42","42","42"
"Paraguay","Germany","2008","1","1","1","1"
"Paraguay","Iraq","2008","1","1","1","1"
"Paraguay","Islamic Rep. of Iran","2008","1","1","1","1"
"Paraguay","Russian Federation","2008","8","8","8","8"
"Paraguay","Sierra Leone","2008","1","1","1","1"
"Paraguay","Viet Nam","2008","6","6","6","6"
"Peru","Armenia","2008","1","","1",""
"Peru","Belarus","2008","1","","1",""
"Peru","Bosnia and Herzegovina","2008","6","","6",""
"Peru","Bulgaria","2008","4","","4",""
"Peru","China","2008","2","","2",""
"Peru","Colombia","2008","232","86","232","86"
"Peru","Cuba","2008","587","29","587","29"
"Peru","Czech Rep.","2008","3","","3",""
"Peru","Ecuador","2008","2","","2",""
"Peru","Gambia","2008","1","1","1","1"
"Peru","Georgia","2008","2","","2",""
"Peru","Ghana","2008","1","","1",""
"Peru","Haiti","2008","6","4","6","4"
"Peru","Hungary","2008","6","","6",""
"Peru","Iraq","2008","26","16","26","16"
"Peru","Islamic Rep. of Iran","2008","34","","34",""
"Peru","Jordan","2008","1","","1",""
"Peru","Lithuania","2008","1","1","1","1"
"Peru","Poland","2008","4","","4",""
"Peru","Romania","2008","1","","1",""
"Peru","Russian Federation","2008","17","3","17","3"
"Peru","Serbia (and Kosovo: S/RES/1244 (1999))","2008","103","10","103","10"
"Peru","Somalia","2008","2","","2",""
"Peru","State of Palestine","2008","18","2","18","2"
"Peru","Ukraine","2008","2","1","2","1"
"Peru","United Rep. of Tanzania","2008","1","","1",""
"Peru","Venezuela (Bolivarian Republic of)","2008","10","8","10","8"
"Peru","Viet Nam","2008","1","","1",""
"Philippines","China","2008","1","","1",""
"Philippines","Dem. Rep. of the Congo","2008","1","","1",""
"Philippines","Eritrea","2008","1","","1",""
"Philippines","Ethiopia","2008","1","","1",""
"Philippines","Iraq","2008","24","","24",""
"Philippines","Islamic Rep. of Iran","2008","19","6","19","6"
"Philippines","Jordan","2008","1","","1",""
"Philippines","Liberia","2008","1","","1",""
"Philippines","Myanmar","2008","4","2","4","2"
"Philippines","Nigeria","2008","1","2","1","2"
"Philippines","Pakistan","2008","1","","1",""
"Philippines","Rwanda","2008","7","","7",""
"Philippines","Somalia","2008","5","","5",""
"Philippines","Sri Lanka","2008","9","","9",""
"Philippines","State of Palestine","2008","20","","20",""
"Philippines","Stateless","2008","3","","3",""
"Philippines","Sudan","2008","1","","1",""
"Philippines","Viet Nam","2008","4","","4",""
"Poland","Afghanistan","2008","68","","68",""
"Poland","Albania","2008","1","","1",""
"Poland","Algeria","2008","2","","2",""
"Poland","Angola","2008","2","","2",""
"Poland","Armenia","2008","17","","17",""
"Poland","Azerbaijan","2008","10","","10",""
"Poland","Bangladesh","2008","2","","2",""
"Poland","Belarus","2008","142","","142",""
"Poland","Bhutan","2008","1","","1",""
"Poland","Bosnia and Herzegovina","2008","2","","2",""
"Poland","Bulgaria","2008","2","","2",""
"Poland","Cambodia","2008","1","","1",""
"Poland","Cameroon","2008","13","","13",""
"Poland","China","2008","7","","7",""
"Poland","Congo","2008","12","","12",""
"Poland","Côte d'Ivoire","2008","1","","1",""
"Poland","Cuba","2008","6","","6",""
"Poland","Dem. Rep. of the Congo","2008","5","","5",""
"Poland","Eritrea","2008","2","","2",""
"Poland","Ethiopia","2008","12","","12",""
"Poland","Georgia","2008","20","","20",""
"Poland","Guinea-Bissau","2008","1","","1",""
"Poland","India","2008","4","","4",""
"Poland","Iraq","2008","77","","77",""
"Poland","Islamic Rep. of Iran","2008","5","","5",""
"Poland","Jordan","2008","2","","2",""
"Poland","Kazakhstan","2008","3","","3",""
"Poland","Kenya","2008","1","","1",""
"Poland","Lao People's Dem. Rep.","2008","2","","2",""
"Poland","Lebanon","2008","4","","4",""
"Poland","Liberia","2008","10","","10",""
"Poland","Mongolia","2008","3","","3",""
"Poland","Morocco","2008","2","","2",""
"Poland","Myanmar","2008","2","","2",""
"Poland","Nepal","2008","3","","3",""
"Poland","Nigeria","2008","13","","13",""
"Poland","Pakistan","2008","19","","19",""
"Poland","Rep. of Moldova","2008","1","","1",""
"Poland","Romania","2008","1","","1",""
"Poland","Russian Federation","2008","12034","","12034",""
"Poland","Rwanda","2008","3","","3",""
"Poland","Senegal","2008","4","","4",""
"Poland","Serbia (and Kosovo: S/RES/1244 (1999))","2008","11","","11",""
"Poland","Sierra Leone","2008","5","","5",""
"Poland","Somalia","2008","63","","63",""
"Poland","Sri Lanka","2008","39","","39",""
"Poland","State of Palestine","2008","6","","6",""
"Poland","Stateless","2008","23","","23",""
"Poland","Sudan","2008","21","","21",""
"Poland","Syrian Arab Rep.","2008","8","","8",""
"Poland","Togo","2008","3","","3",""
"Poland","Tunisia","2008","1","","1",""
"Poland","Turkey","2008","41","","41",""
"Poland","Turkmenistan","2008","4","","4",""
"Poland","Ukraine","2008","13","","13",""
"Poland","Uzbekistan","2008","6","","6",""
"Poland","Viet Nam","2008","5","","5",""
"Poland","Zimbabwe","2008","3","","3",""
"Portugal","Afghanistan","2008","8","","8",""
"Portugal","Algeria","2008","3","","3",""
"Portugal","Angola","2008","11","","11",""
"Portugal","Argentina","2008","2","","2",""
"Portugal","Belarus","2008","12","","12",""
"Portugal","Colombia","2008","37","","37",""
"Portugal","Comoros","2008","18","","18",""
"Portugal","Côte d'Ivoire","2008","6","","6",""
"Portugal","Cuba","2008","18","","18",""
"Portugal","Dem. Rep. of the Congo","2008","26","","26",""
"Portugal","Egypt","2008","1","","1",""
"Portugal","Eritrea","2008","11","","11",""
"Portugal","Ethiopia","2008","3","","3",""
"Portugal","Gambia","2008","1","","1",""
"Portugal","Ghana","2008","1","","1",""
"Portugal","Guinea","2008","8","","8",""
"Portugal","Guinea-Bissau","2008","19","","19",""
"Portugal","India","2008","5","","5",""
"Portugal","Indonesia","2008","1","","1",""
"Portugal","Iraq","2008","5","","5",""
"Portugal","Islamic Rep. of Iran","2008","2","","2",""
"Portugal","Kazakhstan","2008","4","","4",""
"Portugal","Liberia","2008","3","","3",""
"Portugal","Mongolia","2008","6","","6",""
"Portugal","Mozambique","2008","1","","1",""
"Portugal","Myanmar","2008","4","","4",""
"Portugal","Nepal","2008","1","","1",""
"Portugal","Nigeria","2008","5","","5",""
"Portugal","Romania","2008","1","","1",""
"Portugal","Russian Federation","2008","7","","7",""
"Portugal","Rwanda","2008","15","","15",""
"Portugal","Sao Tome and Principe","2008","1","","1",""
"Portugal","Serbia (and Kosovo: S/RES/1244 (1999))","2008","2","","2",""
"Portugal","Sierra Leone","2008","95","","95",""
"Portugal","Somalia","2008","19","","19",""
"Portugal","Sri Lanka","2008","8","","8",""
"Portugal","State of Palestine","2008","1","","1",""
"Portugal","Sudan","2008","2","","2",""
"Portugal","Uzbekistan","2008","2","","2",""
"Portugal","Various","2008","24","","24",""
"Portugal","Zimbabwe","2008","4","","4",""
"Qatar","Iraq","2008","6","6","6","6"
"Qatar","Syrian Arab Rep.","2008","7","7","7","7"
"Rep. of Korea","Afghanistan","2008","2","","2",""
"Rep. of Korea","Algeria","2008","4","","4",""
"Rep. of Korea","Bangladesh","2008","19","","19",""
"Rep. of Korea","Burundi","2008","1","","1",""
"Rep. of Korea","Cameroon","2008","4","","4",""
"Rep. of Korea","China","2008","12","3","12","3"
"Rep. of Korea","Côte d'Ivoire","2008","8","","8",""
"Rep. of Korea","Dem. Rep. of the Congo","2008","24","","24",""
"Rep. of Korea","Eritrea","2008","1","","1",""
"Rep. of Korea","Ethiopia","2008","20","","20",""
"Rep. of Korea","Ghana","2008","1","","1",""
"Rep. of Korea","Iraq","2008","3","","3",""
"Rep. of Korea","Islamic Rep. of Iran","2008","7","","7",""
"Rep. of Korea","Kenya","2008","1","","1",""
"Rep. of Korea","Myanmar","2008","57","21","57","21"
"Rep. of Korea","Nigeria","2008","1","","1",""
"Rep. of Korea","Pakistan","2008","1","","1",""
"Rep. of Korea","Russian Federation","2008","1","","1",""
"Rep. of Korea","Rwanda","2008","2","","2",""
"Rep. of Korea","Somalia","2008","2","","2",""
"Rep. of Korea","Uganda","2008","1","","1",""
"Rep. of Moldova","Afghanistan","2008","10","10","10","10"
"Rep. of Moldova","Angola","2008","1","1","1","1"
"Rep. of Moldova","Armenia","2008","27","27","27","27"
"Rep. of Moldova","Azerbaijan","2008","8","8","8","8"
"Rep. of Moldova","Egypt","2008","3","3","3","3"
"Rep. of Moldova","Eritrea","2008","1","1","1","1"
"Rep. of Moldova","Georgia","2008","4","4","4","4"
"Rep. of Moldova","India","2008","1","1","1","1"
"Rep. of Moldova","Iraq","2008","4","4","4","4"
"Rep. of Moldova","Islamic Rep. of Iran","2008","1","1","1","1"
"Rep. of Moldova","Jordan","2008","4","4","4","4"
"Rep. of Moldova","Kazakhstan","2008","1","1","1","1"
"Rep. of Moldova","Kyrgyzstan","2008","4","4","4","4"
"Rep. of Moldova","Liberia","2008","1","1","1","1"
"Rep. of Moldova","Pakistan","2008","1","1","1","1"
"Rep. of Moldova","Romania","2008","1","1","1","1"
"Rep. of Moldova","Russian Federation","2008","32","32","32","32"
"Rep. of Moldova","Sierra Leone","2008","1","1","1","1"
"Rep. of Moldova","Somalia","2008","1","1","1","1"
"Rep. of Moldova","State of Palestine","2008","10","10","10","10"
"Rep. of Moldova","Sudan","2008","11","11","11","11"
"Rep. of Moldova","Syrian Arab Rep.","2008","12","12","12","12"
"Rep. of Moldova","Tajikistan","2008","1","1","1","1"
"Rep. of Moldova","Turkey","2008","2","2","2","2"
"Rep. of Moldova","Turkmenistan","2008","1","1","1","1"
"Rep. of Moldova","United Rep. of Tanzania","2008","1","1","1","1"
"Rep. of Moldova","Uzbekistan","2008","2","2","2","2"
"Rep. of Moldova","Yemen","2008","1","1","1","1"
"Rep. of Moldova","Zimbabwe","2008","1","1","1","1"
"Romania","Afghanistan","2008","230","1","230","1"
"Romania","Albania","2008","2","","2",""
"Romania","Algeria","2008","2","","2",""
"Romania","Angola","2008","2","1","2","1"
"Romania","Armenia","2008","1","1","1","1"
"Romania","Bangladesh","2008","1","","1",""
"Romania","Belarus","2008","1","","1",""
"Romania","Bosnia and Herzegovina","2008","2","2","2","2"
"Romania","Burundi","2008","1","","1",""
"Romania","Cameroon","2008","7","5","7","5"
"Romania","China","2008","3","","3",""
"Romania","Congo","2008","43","9","43","9"
"Romania","Côte d'Ivoire","2008","1","1","1","1"
"Romania","Cuba","2008","1","","1",""
"Romania","Dem. Rep. of the Congo","2008","10","","10",""
"Romania","Djibouti","2008","1","","1",""
"Romania","Ecuador","2008","3","","3",""
"Romania","Egypt","2008","11","","11",""
"Romania","Eritrea","2008","3","","3",""
"Romania","Ethiopia","2008","4","3","4","3"
"Romania","Georgia","2008","3","1","3","1"
"Romania","Guinea","2008","5","3","5","3"
"Romania","Iraq","2008","515","85","515","85"
"Romania","Islamic Rep. of Iran","2008","71","16","71","16"
"Romania","Israel","2008","1","","1",""
"Romania","Jordan","2008","8","","8",""
"Romania","Kenya","2008","1","","1",""
"Romania","Lebanon","2008","8","","8",""
"Romania","Liberia","2008","4","","4",""
"Romania","Morocco","2008","2","","2",""
"Romania","Nigeria","2008","3","","3",""
"Romania","Pakistan","2008","3","1","3","1"
"Romania","Rep. of Moldova","2008","2","","2",""
"Romania","Russian Federation","2008","3","","3",""
"Romania","Rwanda","2008","5","3","5","3"
"Romania","Senegal","2008","3","","3",""
"Romania","Serbia (and Kosovo: S/RES/1244 (1999))","2008","393","14","393","14"
"Romania","Sierra Leone","2008","9","1","9","1"
"Romania","Somalia","2008","109","7","109","7"
"Romania","South Africa","2008","1","","1",""
"Romania","State of Palestine","2008","26","5","26","5"
"Romania","Sudan","2008","17","12","17","12"
"Romania","Syrian Arab Rep.","2008","25","","25",""
"Romania","The former Yugoslav Rep. of Macedonia","2008","1","","1",""
"Romania","Tunisia","2008","2","","2",""
"Romania","Turkey","2008","44","13","44","13"
"Romania","Uzbekistan","2008","2","","2",""
"Romania","Yemen","2008","1","","1",""
"Russian Federation","Afghanistan","2008","2365","2365","2365","2365"
"Russian Federation","Algeria","2008","3","3","3","3"
"Russian Federation","Angola","2008","16","16","16","16"
"Russian Federation","Armenia","2008","2","2","2","2"
"Russian Federation","Azerbaijan","2008","33","33","33","33"
"Russian Federation","Bangladesh","2008","7","7","7","7"
"Russian Federation","Belarus","2008","3","3","3","3"
