"Country or territory of asylum or residence","Country or territory of origin","Year","Refugees","Refugees assisted by UNHCR","Total refugees and people in refugee-like situations","Total refugees and people in refugee-like situations assisted by UNHCR"
"Bulgaria","Senegal","2005","1","","1",""
"Bulgaria","Serbia (and Kosovo: S/RES/1244 (1999))","2005","118","","118",""
"Bulgaria","Sierra Leone","2005","12","","12",""
"Bulgaria","Somalia","2005","115","","115",""
"Bulgaria","Sri Lanka","2005","2","","2",""
"Bulgaria","Stateless","2005","200","","200",""
"Bulgaria","Sudan","2005","171","","171",""
"Bulgaria","Syrian Arab Rep.","2005","78","","78",""
"Bulgaria","Tunisia","2005","11","","11",""
"Bulgaria","Turkey","2005","90","","90",""
"Bulgaria","Turkmenistan","2005","1","","1",""
"Bulgaria","United Rep. of Tanzania","2005","3","","3",""
"Bulgaria","Yemen","2005","3","","3",""
"Bulgaria","Zambia","2005","1","","1",""
"Bulgaria","Zimbabwe","2005","1","","1",""
"Burkina Faso","Burundi","2005","58","58","58","58"
"Burkina Faso","Cameroon","2005","4","4","4","4"
"Burkina Faso","Central African Rep.","2005","1","1","1","1"
"Burkina Faso","Chad","2005","152","152","152","152"
"Burkina Faso","Congo","2005","90","90","90","90"
"Burkina Faso","Côte d'Ivoire","2005","3","3","3","3"
"Burkina Faso","Dem. Rep. of the Congo","2005","49","49","49","49"
"Burkina Faso","Eritrea","2005","5","5","5","5"
"Burkina Faso","Ghana","2005","1","1","1","1"
"Burkina Faso","Guinea","2005","1","1","1","1"
"Burkina Faso","Mali","2005","3","3","3","3"
"Burkina Faso","Mauritania","2005","2","2","2","2"
"Burkina Faso","Rwanda","2005","97","97","97","97"
"Burkina Faso","Sudan","2005","6","6","6","6"
"Burkina Faso","Togo","2005","36","36","36","36"
"Burkina Faso","Viet Nam","2005","3","3","3","3"
"Burundi","Dem. Rep. of the Congo","2005","20359","17954","20359","17954"
"Burundi","Rwanda","2005","315","12","315","12"
"Burundi","Somalia","2005","5","5","5","5"
"Burundi","United Rep. of Tanzania","2005","2","2","2","2"
"Cambodia","Afghanistan","2005","2","2","2","2"
"Cambodia","Algeria","2005","1","1","1","1"
"Cambodia","China","2005","7","7","7","7"
"Cambodia","Somalia","2005","1","1","1","1"
"Cambodia","Sri Lanka","2005","1","","1",""
"Cambodia","State of Palestine","2005","3","2","3","2"
"Cambodia","Sudan","2005","2","2","2","2"
"Cambodia","Viet Nam","2005","110","109","110","109"
"Cameroon","Burundi","2005","232","","232",""
"Cameroon","Central African Rep.","2005","712","","712",""
"Cameroon","Chad","2005","39303","","39303",""
"Cameroon","Congo","2005","183","","183",""
"Cameroon","Côte d'Ivoire","2005","29","","29",""
"Cameroon","Dem. Rep. of the Congo","2005","592","","592",""
"Cameroon","Liberia","2005","75","","75",""
"Cameroon","Nigeria","2005","9711","","9711",""
"Cameroon","Rwanda","2005","1037","","1037",""
"Cameroon","Togo","2005","5","","5",""
"Cameroon","Various","2005","163","","163",""
"Canada","Afghanistan","2005","15535","","15535",""
"Canada","Albania","2005","1403","","1403",""
"Canada","Algeria","2005","763","","763",""
"Canada","Angola","2005","892","","892",""
"Canada","Antigua and Barbuda","2005","13","","13",""
"Canada","Argentina","2005","297","","297",""
"Canada","Armenia","2005","83","","83",""
"Canada","Australia","2005","2","","2",""
"Canada","Azerbaijan","2005","585","","585",""
"Canada","Bahamas","2005","1","","1",""
"Canada","Bahrain","2005","1","","1",""
"Canada","Bangladesh","2005","1352","","1352",""
"Canada","Barbados","2005","8","","8",""
"Canada","Belarus","2005","199","","199",""
"Canada","Belgium","2005","1","","1",""
"Canada","Belize","2005","1","","1",""
"Canada","Benin","2005","39","","39",""
"Canada","Bhutan","2005","4","","4",""
"Canada","Bolivia (Plurinational State of)","2005","79","","79",""
"Canada","Bosnia and Herzegovina","2005","794","","794",""
"Canada","Botswana","2005","2","","2",""
"Canada","Brazil","2005","79","","79",""
"Canada","Bulgaria","2005","794","","794",""
"Canada","Burkina Faso","2005","72","","72",""
"Canada","Burundi","2005","2064","","2064",""
"Canada","Cambodia","2005","82","","82",""
"Canada","Cameroon","2005","334","","334",""
"Canada","Central African Rep.","2005","43","","43",""
"Canada","Chad","2005","350","","350",""
"Canada","Chile","2005","94","","94",""
"Canada","China","2005","9953","","9953",""
"Canada","Colombia","2005","13511","","13511",""
"Canada","Comoros","2005","5","","5",""
"Canada","Congo","2005","365","","365",""
"Canada","Costa Rica","2005","149","","149",""
"Canada","Côte d'Ivoire","2005","204","","204",""
"Canada","Croatia","2005","349","","349",""
"Canada","Cuba","2005","964","","964",""
"Canada","Cyprus","2005","1","","1",""
"Canada","Czech Rep.","2005","151","","151",""
"Canada","Dem. People's Rep. of Korea","2005","4","","4",""
"Canada","Dem. Rep. of the Congo","2005","5124","","5124",""
"Canada","Djibouti","2005","195","","195",""
"Canada","Dominica","2005","30","","30",""
"Canada","Dominican Rep.","2005","32","","32",""
"Canada","Ecuador","2005","106","","106",""
"Canada","Egypt","2005","1208","","1208",""
"Canada","El Salvador","2005","399","","399",""
"Canada","Equatorial Guinea","2005","5","","5",""
"Canada","Eritrea","2005","1197","","1197",""
"Canada","Estonia","2005","12","","12",""
"Canada","Ethiopia","2005","3986","","3986",""
"Canada","Fiji","2005","455","","455",""
"Canada","France","2005","16","","16",""
"Canada","Gabon","2005","27","","27",""
"Canada","Gambia","2005","16","","16",""
"Canada","Georgia","2005","290","","290",""
"Canada","Germany","2005","18","","18",""
"Canada","Ghana","2005","241","","241",""
"Canada","Greece","2005","3","","3",""
"Canada","Grenada","2005","151","","151",""
"Canada","Guatemala","2005","332","","332",""
"Canada","Guinea","2005","714","","714",""
"Canada","Guinea-Bissau","2005","14","","14",""
"Canada","Guyana","2005","311","","311",""
"Canada","Haiti","2005","632","","632",""
"Canada","Honduras","2005","164","","164",""
"Canada","Hungary","2005","829","","829",""
"Canada","India","2005","3512","","3512",""
"Canada","Indonesia","2005","294","","294",""
"Canada","Iraq","2005","4789","","4789",""
"Canada","Ireland","2005","3","","3",""
"Canada","Islamic Rep. of Iran","2005","5695","","5695",""
"Canada","Israel","2005","292","","292",""
"Canada","Italy","2005","5","","5",""
"Canada","Jamaica","2005","158","","158",""
"Canada","Japan","2005","5","","5",""
"Canada","Jordan","2005","141","","141",""
"Canada","Kazakhstan","2005","185","","185",""
"Canada","Kenya","2005","474","","474",""
"Canada","Kiribati","2005","1","","1",""
"Canada","Kuwait","2005","50","","50",""
"Canada","Kyrgyzstan","2005","241","","241",""
"Canada","Lao People's Dem. Rep.","2005","4","","4",""
"Canada","Latvia","2005","39","","39",""
"Canada","Lebanon","2005","591","","591",""
"Canada","Liberia","2005","1151","","1151",""
"Canada","Libya","2005","199","","199",""
"Canada","Lithuania","2005","76","","76",""
"Canada","Madagascar","2005","5","","5",""
"Canada","Malawi","2005","9","","9",""
"Canada","Malaysia","2005","201","","201",""
"Canada","Mali","2005","80","","80",""
"Canada","Malta","2005","2","","2",""
"Canada","Mauritania","2005","129","","129",""
"Canada","Mauritius","2005","5","","5",""
"Canada","Mexico","2005","1807","","1807",""
"Canada","Mongolia","2005","40","","40",""
"Canada","Morocco","2005","69","","69",""
"Canada","Myanmar","2005","613","","613",""
"Canada","Namibia","2005","5","","5",""
"Canada","Nepal","2005","178","","178",""
"Canada","Netherlands","2005","4","","4",""
"Canada","New Zealand","2005","1","","1",""
"Canada","Nicaragua","2005","75","","75",""
"Canada","Niger","2005","23","","23",""
"Canada","Nigeria","2005","1413","","1413",""
"Canada","Norway","2005","1","","1",""
"Canada","Oman","2005","4","","4",""
"Canada","Pakistan","2005","10642","","10642",""
"Canada","Panama","2005","19","","19",""
"Canada","Paraguay","2005","12","","12",""
"Canada","Peru","2005","1335","","1335",""
"Canada","Philippines","2005","131","","131",""
"Canada","Poland","2005","365","","365",""
"Canada","Portugal","2005","3","","3",""
"Canada","Qatar","2005","2","","2",""
"Canada","Rep. of Korea","2005","169","","169",""
"Canada","Rep. of Moldova","2005","103","","103",""
"Canada","Romania","2005","697","","697",""
"Canada","Russian Federation","2005","2073","","2073",""
"Canada","Rwanda","2005","1223","","1223",""
"Canada","Saint Lucia","2005","96","","96",""
"Canada","Saint Vincent and the Grenadines","2005","279","","279",""
"Canada","Saudi Arabia","2005","64","","64",""
"Canada","Senegal","2005","74","","74",""
"Canada","Serbia (and Kosovo: S/RES/1244 (1999))","2005","2129","","2129",""
"Canada","Seychelles","2005","1","","1",""
"Canada","Sierra Leone","2005","1557","","1557",""
"Canada","Singapore","2005","7","","7",""
"Canada","Slovakia","2005","12","","12",""
"Canada","Slovenia","2005","4","","4",""
"Canada","Solomon Islands","2005","4","","4",""
"Canada","Somalia","2005","4491","","4491",""
"Canada","South Africa","2005","20","","20",""
"Canada","Spain","2005","1","","1",""
"Canada","Sri Lanka","2005","11076","","11076",""
"Canada","State of Palestine","2005","312","","312",""
"Canada","Stateless","2005","1891","","1891",""
"Canada","Sudan","2005","6230","","6230",""
"Canada","Suriname","2005","2","","2",""
"Canada","Swaziland","2005","7","","7",""
"Canada","Sweden","2005","6","","6",""
"Canada","Syrian Arab Rep.","2005","397","","397",""
"Canada","Tajikistan","2005","91","","91",""
"Canada","Thailand","2005","22","","22",""
"Canada","The former Yugoslav Rep. of Macedonia","2005","74","","74",""
"Canada","Togo","2005","265","","265",""
"Canada","Trinidad and Tobago","2005","42","","42",""
"Canada","Tunisia","2005","123","","123",""
"Canada","Turkey","2005","3468","","3468",""
"Canada","Turkmenistan","2005","39","","39",""
"Canada","Uganda","2005","362","","362",""
"Canada","Ukraine","2005","1100","","1100",""
"Canada","United Arab Emirates","2005","9","","9",""
"Canada","United Kingdom","2005","29","","29",""
"Canada","United Rep. of Tanzania","2005","413","","413",""
"Canada","United States","2005","567","","567",""
"Canada","Uruguay","2005","80","","80",""
"Canada","Uzbekistan","2005","276","","276",""
"Canada","Various","2005","949","","949",""
"Canada","Venezuela (Bolivarian Republic of)","2005","346","","346",""
"Canada","Viet Nam","2005","144","","144",""
"Canada","Yemen","2005","183","","183",""
"Canada","Zambia","2005","24","","24",""
"Canada","Zimbabwe","2005","2433","","2433",""
"Central African Rep.","Angola","2005","38","38","38","38"
"Central African Rep.","Burundi","2005","46","46","46","46"
"Central African Rep.","Cameroon","2005","1","1","1","1"
"Central African Rep.","Chad","2005","822","822","822","822"
"Central African Rep.","Congo","2005","64","64","64","64"
"Central African Rep.","Côte d'Ivoire","2005","30","30","30","30"
"Central African Rep.","Dem. Rep. of the Congo","2005","3267","3267","3267","3267"
"Central African Rep.","Kenya","2005","1","1","1","1"
"Central African Rep.","Liberia","2005","34","34","34","34"
"Central African Rep.","Mali","2005","9","9","9","9"
"Central African Rep.","Niger","2005","1","1","1","1"
"Central African Rep.","Rwanda","2005","269","269","269","269"
"Central African Rep.","Sierra Leone","2005","5","5","5","5"
"Central African Rep.","Sudan","2005","19960","19960","19960","19960"
"Central African Rep.","Togo","2005","7","7","7","7"
"Central African Rep.","Uganda","2005","13","13","13","13"
"Central African Rep.","United Rep. of Tanzania","2005","2","2","2","2"
"Chad","Central African Rep.","2005","41246","41246","41246","41246"
"Chad","Sudan","2005","228836","202266","228836","202266"
"Chad","Various","2005","5330","1420","5330","1420"
"Chile","Afghanistan","2005","16","16","16","16"
"Chile","Angola","2005","6","6","6","6"
"Chile","Azerbaijan","2005","4","4","4","4"
"Chile","Bosnia and Herzegovina","2005","3","3","3","3"
"Chile","Burundi","2005","1","1","1","1"
"Chile","Colombia","2005","416","416","416","416"
"Chile","Costa Rica","2005","2","2","2","2"
"Chile","Croatia","2005","3","3","3","3"
"Chile","Cuba","2005","47","47","47","47"
"Chile","Dem. Rep. of the Congo","2005","4","4","4","4"
"Chile","Ecuador","2005","3","3","3","3"
"Chile","Ethiopia","2005","1","1","1","1"
"Chile","Haiti","2005","1","1","1","1"
"Chile","India","2005","1","1","1","1"
"Chile","Iraq","2005","10","10","10","10"
"Chile","Islamic Rep. of Iran","2005","5","5","5","5"
"Chile","Liberia","2005","3","3","3","3"
"Chile","Libya","2005","1","1","1","1"
"Chile","Nigeria","2005","8","8","8","8"
"Chile","Peru","2005","221","221","221","221"
"Chile","Russian Federation","2005","6","6","6","6"
"Chile","Rwanda","2005","12","12","12","12"
"Chile","Serbia (and Kosovo: S/RES/1244 (1999))","2005","12","12","12","12"
"Chile","Somalia","2005","1","1","1","1"
"Chile","Sri Lanka","2005","6","6","6","6"
"Chile","State of Palestine","2005","3","3","3","3"
"Chile","Stateless","2005","7","7","7","7"
"Chile","Venezuela (Bolivarian Republic of)","2005","2","2","2","2"
"Chile","Viet Nam","2005","1","1","1","1"
"China","Afghanistan","2005","7","7","7","7"
"China","Burundi","2005","7","6","7","6"
"China","Côte d'Ivoire","2005","3","3","3","3"
"China","Dem. Rep. of the Congo","2005","3","3","3","3"
"China","Iraq","2005","5","5","5","5"
"China","Islamic Rep. of Iran","2005","8","8","8","8"
"China","Liberia","2005","1","1","1","1"
"China","Myanmar","2005","1","1","1","1"
"China","Pakistan","2005","91","91","91","91"
"China","Somalia","2005","9","7","9","7"
"China","State of Palestine","2005","2","2","2","2"
"China","Sudan","2005","1","1","1","1"
"China","Togo","2005","2","2","2","2"
"China","Viet Nam","2005","300897","8045","300897","8045"
"China","Zimbabwe","2005","4","4","4","4"
"Colombia","Angola","2005","4","","4",""
"Colombia","Benin","2005","1","1","1","1"
"Colombia","Bolivia (Plurinational State of)","2005","1","","1",""
"Colombia","China","2005","1","","1",""
"Colombia","Congo","2005","2","1","2","1"
"Colombia","Cuba","2005","38","24","38","24"
"Colombia","Dem. Rep. of the Congo","2005","1","","1",""
"Colombia","Ecuador","2005","2","1","2","1"
"Colombia","Hungary","2005","10","2","10","2"
"Colombia","Iraq","2005","2","","2",""
"Colombia","Islamic Rep. of Iran","2005","4","2","4","2"
"Colombia","Liberia","2005","3","2","3","2"
"Colombia","Nicaragua","2005","29","6","29","6"
"Colombia","Peru","2005","14","1","14","1"
"Colombia","Romania","2005","7","","7",""
"Colombia","Serbia (and Kosovo: S/RES/1244 (1999))","2005","7","1","7","1"
"Colombia","Sierra Leone","2005","5","1","5","1"
"Colombia","Stateless","2005","3","","3",""
"Colombia","Sudan","2005","1","1","1","1"
"Colombia","Uzbekistan","2005","3","3","3","3"
"Colombia","Venezuela (Bolivarian Republic of)","2005","17","7","17","7"
"Comoros","Various","2005","1","","1",""
"Congo","Angola","2005","2975","991","2975","991"
"Congo","Burundi","2005","63","","63",""
"Congo","Central African Rep.","2005","26","","26",""
"Congo","Chad","2005","83","79","83","79"
"Congo","Dem. Rep. of the Congo","2005","56380","50128","56380","50128"
"Congo","Rwanda","2005","6478","89","6478","89"
"Congo","Various","2005","70","1","70","1"
"Costa Rica","Colombia","2005","9470","","9470",""
"Costa Rica","Cuba","2005","557","","557",""
"Costa Rica","El Salvador","2005","69","","69",""
"Costa Rica","Guatemala","2005","18","","18",""
"Costa Rica","Honduras","2005","8","","8",""
"Costa Rica","Nicaragua","2005","619","","619",""
"Costa Rica","Peru","2005","230","","230",""
"Costa Rica","Russian Federation","2005","19","","19",""
"Costa Rica","Various","2005","263","","263",""
"Côte d'Ivoire","Afghanistan","2005","7","7","7","7"
"Côte d'Ivoire","Angola","2005","4","4","4","4"
"Côte d'Ivoire","Burkina Faso","2005","1","1","1","1"
"Côte d'Ivoire","Burundi","2005","84","84","84","84"
"Côte d'Ivoire","Cambodia","2005","39","39","39","39"
"Côte d'Ivoire","Cameroon","2005","4","4","4","4"
"Côte d'Ivoire","Central African Rep.","2005","6","6","6","6"
"Côte d'Ivoire","Chad","2005","12","12","12","12"
"Côte d'Ivoire","Congo","2005","560","560","560","560"
"Côte d'Ivoire","Dem. Rep. of the Congo","2005","207","207","207","207"
"Côte d'Ivoire","Eritrea","2005","1","1","1","1"
"Côte d'Ivoire","Ethiopia","2005","13","13","13","13"
"Côte d'Ivoire","Ghana","2005","20","20","20","20"
"Côte d'Ivoire","Guinea","2005","7","7","7","7"
"Côte d'Ivoire","Islamic Rep. of Iran","2005","19","19","19","19"
"Côte d'Ivoire","Liberia","2005","39919","39919","39919","39919"
"Côte d'Ivoire","Mali","2005","1","1","1","1"
"Côte d'Ivoire","Mauritania","2005","4","4","4","4"
"Côte d'Ivoire","Niger","2005","2","2","2","2"
"Côte d'Ivoire","Nigeria","2005","18","18","18","18"
"Côte d'Ivoire","Rwanda","2005","247","247","247","247"
"Côte d'Ivoire","Sierra Leone","2005","339","339","339","339"
"Côte d'Ivoire","Sri Lanka","2005","1","1","1","1"
"Côte d'Ivoire","State of Palestine","2005","7","7","7","7"
"Côte d'Ivoire","Sudan","2005","11","11","11","11"
"Côte d'Ivoire","Syrian Arab Rep.","2005","3","3","3","3"
"Côte d'Ivoire","Togo","2005","13","13","13","13"
"Côte d'Ivoire","Tunisia","2005","1","1","1","1"
"Côte d'Ivoire","Uganda","2005","1","1","1","1"
"Côte d'Ivoire","Viet Nam","2005","76","76","76","76"
